epoch,train_loss,val_loss,train_acc,val_acc
1,0.0570755240707322,0.33248425893264244,0.9920870425321464,0.8910891089108911
2,0.04993518775754583,0.32629557983710034,0.9915924826904056,0.8930693069306931
3,0.03706613687096434,0.3216045160104733,0.996538081107814,0.897029702970297
4,0.04093597233885002,0.318045044358414,0.9920870425321464,0.900990099009901
5,0.030021899133832235,0.32099804111046365,0.996538081107814,0.897029702970297
